timestamp_iso,temp_C,hum_aire_pct,rssi_dBm,snr_dB,label
2025-12-03T14:24:22.399278,23.0,43.2,-97.0,9.0,0
2025-12-03T14:24:25.400113,23.0,43.1,-87.0,9.0,0
2025-12-03T14:24:28.400881,23.0,42.9,-88.0,9.0,0
2025-12-03T14:24:33.461692,23.0,42.8,-94.0,9.0,0
2025-12-03T14:24:39.168667,23.0,42.8,-105.0,6.0,0
2025-12-03T14:24:44.875681,23.0,42.7,-101.0,7.0,0
2025-12-03T14:24:50.582487,23.0,42.7,-103.0,8.0,0
2025-12-03T14:24:56.289188,23.0,42.7,-98.0,8.0,0
2025-12-03T14:25:01.996234,23.0,42.7,-107.0,2.0,0
2025-12-03T14:25:07.703150,23.0,42.7,-110.0,4.0,0
2025-12-03T14:25:13.409986,23.0,42.7,-106.0,5.0,0
2025-12-03T14:25:19.116910,23.0,42.7,-104.0,6.0,0
2025-12-03T14:25:24.823773,23.0,42.7,-105.0,7.0,0
2025-12-03T14:25:30.530624,23.0,42.6,-104.0,5.0,0
2025-12-03T14:25:36.237551,23.0,42.6,-107.0,3.0,0
2025-12-03T14:25:41.945466,23.0,42.6,-106.0,6.0,0
2025-12-03T14:25:47.653343,23.0,42.6,-103.0,7.0,0
2025-12-03T14:25:53.361267,23.0,42.6,-103.0,5.0,0
2025-12-03T14:25:59.068976,23.0,42.6,-96.0,8.0,0
2025-12-03T14:26:04.776926,23.0,42.5,-96.0,9.0,0
2025-12-03T14:26:10.484790,23.0,42.5,-101.0,7.0,0
2025-12-03T14:26:16.192800,23.0,42.4,-101.0,8.0,0
2025-12-03T14:26:21.900672,23.0,42.4,-109.0,4.0,0
2025-12-03T14:26:27.608506,23.0,42.4,-99.0,8.0,0
2025-12-03T14:26:33.316353,23.0,42.4,-111.0,2.0,0
2025-12-03T14:26:39.024187,23.0,42.4,-96.0,9.0,0
2025-12-03T14:26:44.731222,23.0,42.4,-103.0,6.0,0
2025-12-03T14:26:50.438010,23.0,42.4,-97.0,8.0,0
2025-12-03T14:26:56.144825,23.0,42.4,-96.0,8.0,0
2025-12-03T14:27:01.851522,23.0,42.4,-88.0,9.0,0
2025-12-03T14:27:07.558771,23.0,42.4,-105.0,5.0,0
2025-12-03T14:27:13.265564,23.0,42.4,-93.0,9.0,0
2025-12-03T14:27:18.972123,23.0,42.4,-99.0,7.0,0
2025-12-03T14:27:24.679449,23.0,42.4,-106.0,3.0,0
2025-12-03T14:27:31.937592,23.0,42.4,-99.0,7.0,0
2025-12-03T14:27:37.644507,23.0,42.4,-111.0,1.0,0
2025-12-03T14:27:43.351580,23.0,42.3,-102.0,6.0,0
2025-12-03T14:27:49.058240,23.0,42.3,-99.0,7.0,0
2025-12-03T14:27:54.765322,23.0,42.3,-105.0,6.0,0
2025-12-03T14:28:00.472113,23.0,42.3,-96.0,8.0,0
2025-12-03T14:28:06.178698,23.0,42.3,-85.0,9.0,0
2025-12-03T14:28:11.885867,23.0,42.3,-91.0,9.0,0
2025-12-03T14:28:17.592337,23.0,42.4,-95.0,7.0,0
2025-12-03T14:28:23.299814,23.0,42.4,-99.0,7.0,0
2025-12-03T14:28:29.006523,23.0,42.3,-99.0,8.0,0
2025-12-03T14:28:34.714010,23.0,42.3,-85.0,9.0,0
2025-12-03T14:28:40.422049,23.0,42.3,-98.0,8.0,1
2025-12-03T14:28:46.130084,23.0,42.4,-83.0,8.0,1
2025-12-03T14:28:51.838035,23.0,42.4,-99.0,8.0,1
2025-12-03T14:28:57.545584,23.0,42.4,-94.0,8.0,1
2025-12-03T14:29:03.253893,23.0,42.5,-92.0,9.0,1
2025-12-03T14:29:08.961481,23.0,42.5,-88.0,8.0,1
2025-12-03T14:29:14.669551,23.0,42.6,-72.0,9.0,1
2025-12-03T14:29:20.377217,23.0,42.6,-71.0,8.0,1
2025-12-03T14:29:26.085044,23.0,42.6,-74.0,9.0,1
2025-12-03T14:29:31.792828,23.0,42.6,-73.0,9.0,1
2025-12-03T14:29:37.501201,23.0,42.6,-85.0,9.0,1
2025-12-03T14:29:43.208874,23.0,42.5,-81.0,8.0,1
2025-12-03T14:29:48.915920,23.0,42.5,-80.0,9.0,1
2025-12-03T14:29:54.622882,23.0,42.5,-80.0,9.0,1
2025-12-03T14:30:00.329775,23.0,42.6,-82.0,9.0,1
2025-12-03T14:30:06.036609,23.0,42.7,-85.0,9.0,1
2025-12-03T14:30:11.743535,23.0,42.7,-83.0,9.0,1
2025-12-03T14:30:17.449993,23.0,42.6,-89.0,9.0,1
2025-12-03T14:30:23.156941,23.0,42.6,-96.0,8.0,1
2025-12-03T14:30:28.864191,23.0,42.6,-90.0,9.0,1
2025-12-03T14:30:34.571174,23.0,42.5,-86.0,8.0,1
2025-12-03T14:30:40.277868,23.0,42.5,-80.0,9.0,1
2025-12-03T14:30:45.984879,23.0,42.5,-79.0,8.0,1
2025-12-03T14:30:51.691753,23.0,42.5,-79.0,8.0,1
2025-12-03T14:30:57.398534,23.0,42.5,-92.0,8.0,1
2025-12-03T14:31:03.105620,23.0,42.5,-85.0,9.0,1
2025-12-03T14:31:08.812376,23.0,42.5,-87.0,8.0,1
2025-12-03T14:31:14.519314,23.0,42.5,-90.0,9.0,1
2025-12-03T14:31:20.227193,23.0,42.6,-89.0,9.0,1
2025-12-03T14:31:25.935124,23.0,42.6,-100.0,8.0,1
2025-12-03T14:31:31.643007,23.0,42.6,-87.0,9.0,1
2025-12-03T14:31:37.350905,23.0,42.6,-88.0,9.0,1
2025-12-03T14:31:43.058944,23.0,42.5,-86.0,8.0,1
2025-12-03T14:31:48.766669,23.0,42.5,-84.0,8.0,1
2025-12-03T14:31:54.474565,23.0,42.6,-90.0,8.0,1
2025-12-03T14:32:00.182512,23.0,42.6,-85.0,9.0,1
2025-12-03T14:32:05.890314,23.0,42.6,-80.0,9.0,1
2025-12-03T14:32:11.598195,23.0,42.6,-82.0,8.0,1
2025-12-03T14:32:17.306099,23.0,42.6,-85.0,9.0,1
2025-12-03T14:32:23.013766,23.0,42.6,-81.0,8.0,1
2025-12-03T14:32:28.721918,23.0,42.6,-97.0,8.0,1
2025-12-03T14:32:34.429664,23.0,42.6,-88.0,9.0,1
2025-12-03T14:32:40.136705,23.0,42.6,-99.0,8.0,1
2025-12-03T14:32:45.843529,23.0,42.6,-86.0,9.0,1
2025-12-03T14:32:51.550460,23.0,42.6,-83.0,8.0,1
2025-12-03T14:32:57.257103,23.0,42.6,-92.0,10.0,1
2025-12-03T14:33:02.964013,23.0,42.6,-88.0,9.0,1
2025-12-03T14:33:08.671161,23.0,42.6,-101.0,8.0,1
2025-12-03T14:33:14.378035,23.0,42.7,-87.0,9.0,1
